chr1,2013198,2018088,LOC105378589,-
chr1,2019345,2030758,GABRD,+
chr1,2035766,2047447,LOC105378590,-
chr1,2048504,2185395,PRKCZ,+
chr1,2049201,2050070,PRKCZ-DT,-
chr1,2181794,2183875,PRKCZ-AS1,-
chr1,2184477,2212720,FAAP20,-
chr1,2189798,2192458,LOC112268219,+
chr1,2207013,2209335,LOC105378593,+
chr1,2212391,2220749,LOC124903823,+
chr1,2228319,2310213,SKI,+
chr1,2314995,2319268,LOC124903824,+
chr1,2321253,2391554,MORN1,-
chr1,2350414,2352661,LOC100129534,-
chr1,2391841,2405436,RER1,+
chr1,2403974,2413827,PEX10,-
chr1,2415943,2505532,PLCH2,+
chr1,2508537,2526596,PANK4,-
chr1,2528745,2530263,HES5,-
chr1,2549920,2557011,TNFRSF14-AS1,-
chr1,2554234,2563829,TNFRSF14,+
chr1,2566535,2584534,LOC100996583,+
chr1,2586523,2591468,PRXL2B,+
chr1,2590639,2633016,MMEL1,-
chr1,2628756,2636620,MMEL1-AS1,+
chr1,2636986,2801693,TTC34,-
chr1,2701377,2702276,LOC105378602,+
chr1,2762488,2763387,LOC105378601,+
chr1,2763419,2767518,LOC112268220,+
chr1,2764564,2765629,LOC107985732,+
chr1,2766073,2766972,LOC105378600,+
chr1,2767828,2784745,LOC105378598,+
chr1,2771826,2772891,LOC107984904,+
chr1,2773495,2774394,LOC105378599,+
chr1,2814058,2817767,LOC124903825,+
chr1,2814385,2816806,LOC124903826,-
chr1,3021467,3022903,ACTRT2,+
chr1,3055423,3075562,LOC124903827,-
chr1,3059617,3067725,PRDM16-DT,-
chr1,3069203,3438621,PRDM16,+
chr1,3069658,3070697,LOC100420339,+
chr1,3127975,3128035,MIR4251,+
chr1,3161281,3166895,LOC105378606,-
chr1,3187558,3195526,LOC107984909,+
chr1,3210736,3213745,LOC105378605,-
chr1,3266945,3297275,LOC124903828,+
chr1,3306653,3323497,LOC105378604,-
chr1,3454665,3481113,ARHGEF16,+
chr1,3487951,3624786,MEGF6,-
chr1,3548480,3550572,LOC105378608,+
chr1,3560695,3560790,MIR551A,-
chr1,3625015,3630127,TPRG1L,+
chr1,3630770,3650103,WRAP73,-
chr1,3652516,3736201,TP73,+
chr1,3658643,3668945,TP73-AS3,-
chr1,3712200,3714298,TP73-AS2,-
chr1,3735984,3747373,GFOD3P,-
chr1,3752450,3771645,CCDC27,+
chr1,3772749,3775956,SMIM1,+
chr1,3778559,3796498,LRRC47,-
chr1,3782815,3783111,RN7SL574P,+
chr1,3812086,3857211,CEP104,-
chr1,3849811,3851719,LOC124903829,-
chr1,3857476,3885429,DFFB,+
chr1,3889133,3900272,C1orf174,-
chr1,3900404,3915447,LINC01134,+
chr1,3940612,3952583,LINC01346,+
chr1,3947149,3948980,LINC01345,-
chr1,3976090,4012704,LINC02780,+
chr1,4175463,4175899,EEF1DP6,-
chr1,4412051,4424684,LINC01777,+
chr1,4432146,4443634,LOC105376674,+
chr1,4552005,4556565,LOC124904578,-
chr1,4571487,4583706,LINC01646,+
chr1,4654609,4792534,AJAP1,+
chr1,4973391,4983958,LINC02781,+
chr1,4992630,4998716,LOC124904589,-
chr1,4997369,5004349,LOC102724429,+
chr1,5086459,5098548,LINC02782,-
chr1,5131856,5135311,LOC105376682,+
chr1,5422642,5428379,LOC124904590,+
chr1,5470329,5481317,LOC107984911,-
chr1,5490842,5494629,LOC105376686,-
chr1,5680952,5681026,LOC124900451,+
chr1,5704311,5713958,LOC124903830,-
chr1,5862672,5862741,MIR4689,-
chr1,5862811,5992425,NPHP4,-
chr1,5992676,6101180,KCNAB2,+
chr1,6085255,6086371,LOC124903831,+
chr1,6101787,6180321,CHD5,-
chr1,6185020,6199595,RPL22,-
chr1,6204840,6205780,RNF207-AS1,-
chr1,6206119,6221299,RNF207,+
chr1,6221193,6235964,ICMT,-
chr1,6236240,6239444,ICMT-DT,+
chr1,6244179,6245578,HES3,+
chr1,6247353,6261098,GPR153,-
chr1,6264272,6393767,ACOT7,-
chr1,6415232,6419919,HES2,-
chr1,6424776,6461370,ESPN,+
chr1,6429834,6429896,MIR4252,-
chr1,6460786,6466173,TNFRSF25,-
chr1,6467122,6520092,PLEKHG5,-
chr1,6521347,6554513,NOL9,-
chr1,6540854,6540964,RNU6-731P,+
chr1,6555307,6579755,TAS1R1,+
chr1,6567548,6579433,LOC107984912,-
chr1,6579994,6589280,ZBTB48,+
chr1,6590724,6602869,KLHL21,-
chr1,6603447,6613387,LOC107984913,-
chr1,6613731,6624030,PHF13,+
chr1,6624868,6635595,THAP3,+
chr1,6634170,6701816,DNAJC11,-
chr1,6724745,6730012,LINC01672,+
chr1,6752723,6752821,LOC124904847,+
chr1,6783892,6784980,CAMTA1-DT,-
chr1,6785454,7769706,CAMTA1,+
chr1,6828817,6852145,LOC124903832,+
chr1,6834282,6834637,RPL37P9,-
chr1,7008376,7014279,CAMTA1-AS3,-
chr1,7219360,7219524,RNU1-8P,+
chr1,7364394,7370270,CAMTA1-IT1,+
chr1,7382487,7389754,CAMTA1-AS2,-
chr1,7440567,7441617,CAMTA1-AS1,-
chr1,7503037,7508625,LOC105376691,+
chr1,7693124,7704562,LOC105376689,-
chr1,7771296,7781432,VAMP3,+
chr1,7784291,7845177,PER3,+
chr1,7809137,7827118,LOC124903833,-
chr1,7847612,7913249,UTS2,-
chr1,7915871,7940839,TNFRSF9,-
chr1,7930279,7930348,TRUND-NNN4-1,-
chr1,7961711,7985505,PARK7,+
chr1,7999127,8006733,LOC124903834,+
chr1,8011727,8026309,ERRFI1,-
chr1,8026493,8127070,ERRFI1-DT,+
chr1,8057181,8058487,RPL7AP18,-
chr1,8129155,8147644,LOC107984915,-
chr1,8189826,8192773,LOC100129776,+
chr1,8206434,8206597,RNU1-7P,-
chr1,8208672,8215210,LINC01714,+
chr1,8239958,8249007,LOC105376695,+
chr1,8259371,8296449,LOC124903835,+
chr1,8292157,8292263,RNU6-991P,-
chr1,8318114,8344165,SLC45A1,+
chr1,8352404,8817640,RERE,-
chr1,8424645,8435016,RERE-AS1,+
chr1,8494800,8494913,SNORD128,-
chr1,8511795,8511919,LOC124900452,-
chr1,8750410,8751091,RPL7P11,+
chr1,8786129,8786951,RPL7P7,-
chr1,8798438,8799557,RPL27P3,+
chr1,8831113,8831432,RPL23AP19,+
chr1,8861000,8878686,ENO1,-
chr1,8866502,8866590,MIR6728,-
chr1,8878835,8879885,ENO1-AS1,+
chr1,8883427,8883533,RNU6-304P,-
chr1,8893411,8894603,HMGN2P17,+
chr1,8905216,8926874,LOC112268261,-
chr1,8945868,8975092,CA6,+
chr1,8979576,8979874,RN7SL451P,-
chr1,8992534,9026423,SLC2A7,-
chr1,9035106,9094195,SLC2A5,-
chr1,9082696,9082879,LOC124900441,+
chr1,9100305,9129102,GPR157,-
chr1,9148011,9182338,MIR34AHG,-
chr1,9151668,9151777,MIR34A,-
chr1,9182204,9192086,LNCTAM34A,+
chr1,9234774,9271337,H6PD,+
chr1,9241963,9242718,LOC124903836,-
chr1,9292894,9369532,SPSB1,+
chr1,9425094,9428996,LINC02606,-
chr1,9437669,9437778,RNA5SP40,-
chr1,9539465,9585173,SLC25A33,+
chr1,9576405,9577081,RPL9P11,+
chr1,9588911,9614877,TMEM201,+
chr1,9614664,9622316,LOC124903837,+
chr1,9627258,9729114,PIK3CD,+
chr1,9628447,9629427,LOC105376712,-
chr1,9652610,9654586,PIK3CD-AS1,-
chr1,9662288,9662628,RPL26P7,-
chr1,9672426,9687574,PIK3CD-AS2,-
chr1,9718103,9718736,LOC124903839,-
chr1,9728926,9824526,CLSTN1,-
chr1,9780822,9781440,MZT1P1,+
chr1,9848276,9910269,CTNNBIP1,-
chr1,9850665,9855492,LOC105376717,+
chr1,9879947,9883698,LOC124903838,-
chr1,9922118,9943391,LZIC,-
chr1,9942923,9996892,NMNAT1,+
chr1,9947318,9947562,RN7SKP269,+
chr1,9950572,9960787,TMEM274P,-
chr1,9967381,9967458,MIR5697,+
chr1,9996719,9998089,LOC124903840,-
chr1,9997228,10016021,RBP7,+
chr1,10032958,10181239,UBE4B,+
chr1,10054412,10054781,RPL21P21,-
chr1,10058673,10059654,PGAM1P11,+
chr1,10163268,10163374,RNU6-828P,+
chr1,10210570,10381603,KIF1B,+
chr1,10298966,10299070,RNU6-37P,+
chr1,10306465,10306757,RN7SL731P,+
chr1,10399064,10420511,PGD,+
chr1,10430433,10442808,CENPS,+
chr1,10430433,10452153,CENPS-CORT,+
chr1,10450031,10451998,CORT,+
chr1,10456522,10472529,DFFA,-
chr1,10474950,10630758,PEX14,+
chr1,10616836,10617115,RN7SL614P,+
chr1,10636604,10796646,CASZ1,-
chr1,10809160,10815658,LOC105376733,-
chr1,10895761,10895998,HSPE1P24,+
chr1,10912912,10918733,LOC105376735,-
chr1,10946475,10982076,C1orf127,-
chr1,10989810,10991829,CFL1P6,-
chr1,11012654,11030528,TARDBP,+
chr1,11026523,11047239,MASP2,-
chr1,11054589,11060018,SRM,-
chr1,11066618,11099869,EXOSC10,-
chr1,11099675,11102105,EXOSC10-AS1,+
chr1,11106535,11262551,MTOR,-
chr1,11143898,11149538,MTOR-AS1,+
chr1,11152350,11152413,RNU6-537P,+
chr1,11169507,11169613,LOC124904848,-
chr1,11189355,11195981,ANGPTL7,+
chr1,11226254,11226360,RNU6-291P,+
chr1,11232910,11233313,RPL39P6,+
chr1,11273198,11299574,UBIAD1,+
chr1,11278414,11279275,UBE2V2P3,-
chr1,11311876,11316302,LOC105376737,-
chr1,11357945,11365055,LOC105376739,+
chr1,11371689,11377536,LOC105376740,+
chr1,11394935,11398213,LOC124903841,+
chr1,11425257,11425821,MTCYBP45,-
chr1,11479155,11537551,DISP3,+
chr1,11495948,11499474,LOC124903842,-
chr1,11609531,11613355,LINC01647,+
chr1,11648387,11654429,FBXO2,-
chr1,11654407,11663327,FBXO44,+
chr1,11664200,11674354,FBXO6,+
chr1,11674480,11691830,MAD2L2,-
chr1,11686635,11725857,DRAXIN,+
chr1,11736136,11750769,AGTRAP,+
chr1,11761379,11762321,LOC101060126,-
chr1,11762193,11789585,C1orf167,+
chr1,11777077,11779619,C1orf167-AS1,-
chr1,11785723,11805964,MTHFR,-
chr1,11806191,11843130,CLCN6,+
chr1,11840319,11847616,NPPA-AS1,+
chr1,11845709,11847783,NPPA,-
chr1,11857464,11858945,NPPB,-
chr1,11877769,11880758,SBF1P2,+
chr1,11908154,11908272,RNU5E-1,+
chr1,11909808,11909927,RNU5E-4P,-
chr1,11911493,11913226,LOC124903843,+
chr1,11919591,11926427,KIAA2013,-
chr1,11934717,11975537,PLOD1,+
chr1,11980444,12013508,MFN2,+
chr1,12019498,12032045,MIIP,+
chr1,12029158,12029222,MIR6729,+
chr1,12036740,12037014,RN7SL649P,-
chr1,12063303,12144207,TNFRSF8,+
chr1,12077881,12077984,RNU6-777P,-
chr1,12080250,12080546,RPL23AP89,-
chr1,12166943,12167038,MIR7846,+
chr1,12166991,12209220,TNFRSF1B,+
chr1,12176179,12180309,LOC124903844,+
chr1,12191713,12191773,MIR4632,+
chr1,12220727,12221109,RPL10P17,-
chr1,12221148,12221271,LOC124900427,-
chr1,12230030,12512047,VPS13D,+
chr1,12356724,12368869,LOC124903845,-
chr1,12409168,12409251,LOC124904680,-
chr1,12507246,12507397,SNORA59A,+
chr1,12525553,12529092,LINC02766,+
chr1,12567910,12618210,DHRS3,-
chr1,12569972,12570072,RNU6ATAC18P,-
chr1,12578957,12579023,MIR6730,-
chr1,12644085,12667076,AADACL4,+
chr1,12702894,12707849,LOC124903846,-
chr1,12716110,12728760,AADACL3,+
chr1,12739736,12739839,LOC124904811,+
chr1,12746200,12763699,CFAP107,+
chr1,12773738,12777906,PRAMEF12,+
chr1,12791397,12796628,PRAMEF1,+
chr1,12822686,12823223,LINC01784,-
chr1,12824605,12831410,PRAMEF11,-
chr1,12838470,12841383,PRAMEF30P,-
chr1,12847377,12848720,HNRNPCL1,-
chr1,12857086,12861909,PRAMEF2,+
chr1,12879212,12886201,PRAMEF4,-
chr1,12892896,12898270,PRAMEF10,-
chr1,12916610,12920751,PRAMEF7,+
chr1,12922554,12922659,RNU6-1072P,+
chr1,12926162,12928882,PRAMEF29P,+
chr1,12938472,12947580,PRAMEF6,-
chr1,13029364,13032130,PRAMEF28P,+
chr1,13049476,13056575,PRAMEF27,-
chr1,13060769,13062878,HNRNPCL3,+
chr1,13070774,13077884,PRAMEF25,+
chr1,13094515,13099717,PRAMEF34P,-
chr1,13104375,13105689,PRAMEF35P,-
chr1,13115488,13116854,HNRNPCL2,-
chr1,13127069,13132274,PRAMEF36P,+
chr1,13148907,13156009,PRAMEF26,-
chr1,13163914,13165631,HNRNPCL4,-
chr1,13171848,13179459,PRAMEF9,+
chr1,13196188,13201409,PRAMEF13,-
chr1,13222695,13226154,PRAMEF18,-
chr1,13245837,13248814,PRAMEF31P,+
chr1,13254198,13263435,PRAMEF5,+
chr1,13272907,13275627,PRAMEF32P,-
chr1,13279126,13279231,RNU6-771P,-
chr1,13281304,13285137,PRAMEF8,-
chr1,13303539,13308907,PRAMEF33,+
chr1,13315581,13322598,PRAMEF15,+
chr1,13341892,13347134,PRAMEF14,-
chr1,13368431,13371947,PRAMEF19,-
chr1,13389632,13392629,PRAMEF17,+
chr1,13410450,13421328,PRAMEF20,+
chr1,13474973,13514003,LRRC38,-
chr1,13487571,13492872,LOC102724856,+
chr1,13513220,13516264,LOC107984918,+
chr1,13554913,13555894,BRWD1P1,+
chr1,13583757,13617957,PDPN,+
chr1,13623184,13623284,RNA5SP41,-
chr1,13670194,13674718,LOC105378612,+
chr1,13687047,13691892,LOC105376756,-
chr1,13696070,13696199,LOC124900446,-
chr1,13700188,13825079,PRDM2,+
chr1,13892824,15118043,KAZN,+
chr1,14124233,14124335,RNU6-1265P,-
chr1,14201945,14255662,LOC107985467,+
chr1,14283514,14311343,LOC124903847,+
chr1,14348955,14419973,KAZN-AS1,-
chr1,14493049,14502155,LOC124903850,+
chr1,14691937,14692400,TBCAP2,-
chr1,14801407,14805206,LOC105376759,-
chr1,14823121,14833064,LOC124903848,-
chr1,14888740,14911700,LOC107985469,-
chr1,14922372,14923891,LOC124903849,-
chr1,15111815,15152464,TMEM51-AS1,-
chr1,15152566,15220478,TMEM51,+
chr1,15164192,15171624,TMEM51-AS2,-
chr1,15191757,15193125,MFFP1,-
chr1,15226364,15227243,ZBTB2P1,+
chr1,15236521,15403010,FHAD1,+
chr1,15287356,15291933,LOC124903853,-
chr1,15316844,15323082,LOC124903852,-
chr1,15326680,15343883,FHAD1-AS1,-
chr1,15334524,15340926,LOC124903851,-
chr1,15402979,15412368,EFHD2-AS1,-
chr1,15409888,15430339,EFHD2,+
chr1,15438443,15449242,CTRC,+
chr1,15456732,15472091,CELA2A,+
chr1,15463515,15467505,LOC105376767,-
chr1,15476104,15491395,CELA2B,+
chr1,15491401,15524912,CASP9,-
chr1,15526848,15571733,DNAJC16,+
chr1,15542166,15542304,SCARNA21B,+
chr1,15571699,15585051,AGMAT,-
chr1,15588222,15603543,LOC124903854,-
chr1,15604528,15605314,CHCHD2P6,+
chr1,15607763,15607806,LOC124904764,-
chr1,15608078,15608145,RNU7-179P,-
chr1,15609982,15614946,CD24P1,-
chr1,15617458,15669044,DDI2,+
chr1,15659713,15662033,RSC1A1,+
chr1,15681506,15734769,PLEKHM2,+
chr1,15736258,15741392,SLC25A34,+
chr1,15740051,15749890,SLC25A34-AS1,-
chr1,15742499,15747982,TMEM82,+
chr1,15756638,15786589,FBLIM1,+
chr1,15792727,15793339,RPL12P14,+
chr1,15807374,15807649,UQCRHL,-
chr1,15828212,15828733,RPS16P1,+
chr1,15834215,15848147,SPEN-AS1,-
chr1,15847707,15940456,SPEN,+
chr1,15910897,15910997,LOC124904815,+
chr1,15941869,15976101,ZBTB17,-
chr1,15949931,15967643,LOC124903855,+
chr1,15994814,15995276,TBC1D3P6,+
chr1,16004236,16008807,SRARP,+
chr1,16014029,16019594,HSPB7,-
chr1,16022036,16034050,CLCNKA,+
chr1,16034510,16040031,FAM131C2P,-
chr1,16043782,16057326,CLCNKB,+
chr1,16057769,16073651,FAM131C,-
chr1,16124337,16156069,EPHA2,-
chr1,16155215,16166742,EPHA2-AS1,+
chr1,16197854,16212652,ARHGEF19,-
chr1,16215907,16226931,ANO7L1,-
chr1,16231692,16237183,CPLANE2,-
chr1,16241080,16241440,MT1XP1,-
chr1,16246840,16352480,FBXO42,-
chr1,16367242,16398145,SZRD1,+
chr1,16369093,16369551,RPL22P3,-
chr1,16395677,16437842,SPATA21,-
chr1,16440724,16460078,NECAP2,+
chr1,16460948,16468481,LINC01772,+
chr1,16467436,16492701,CROCCP3,-
chr1,16514122,16514285,RNU1-1,-
chr1,16520585,16520658,TRN-GTT5-1,-
chr1,16533891,16535652,LINC01783,-
chr1,16534081,16534224,RNU1-6P,-
chr1,16535279,16535350,TRE-TTC4-1,-
chr1,16538986,16539663,LOC124903856,+
chr1,16545939,16546009,TRG-CCC1-1,-
chr1,16547665,16547737,TRV-CAC11-1,-
chr1,16548651,16551230,PDE4DIPP8,-
chr1,16553462,16553533,LOC101056699,+
chr1,16562423,16613564,NBPF1,-
chr1,16618256,16631286,LOC124900584,-
chr1,16632279,16646683,CROCCP2,-
chr1,16645574,16650420,MST1P2,+
chr1,16666785,16666948,RNU1-3,-
chr1,16672506,16673512,LOC124903857,+
chr1,16678271,16678341,TRG-CCC4-1,-
chr1,16683091,16686249,EIF1AXP1,-
chr1,16691218,16720157,ESPNP,-
chr1,16699997,16705455,LOC124903858,+
chr1,16725566,16725638,TRV-CAC13-1,+
chr1,16727285,16727355,TRG-CCC5-1,+
chr1,16737350,16740485,LOC124903859,-
chr1,16740516,16740679,RNU1-4,+
chr1,16750235,16750964,CROCCP4,+
chr1,16757120,16764480,MST1L,-
chr1,16856711,16859284,PDE4DIPP9,+
chr1,16858949,16859021,MIR3675,-
chr1,16860198,16860270,TRV-CAC11-2,+
chr1,16861921,16861991,TRG-CCC1-2,+
chr1,16867228,16873330,LOC124903860,-
chr1,16872226,16874096,LINC03126,+
chr1,16872583,16872654,TRE-TTC3-1,+
chr1,16873708,16873851,RNU1-5P,+
chr1,16887335,16889613,LOC107985101,+
chr1,16888538,16889666,LOC105376805,-
chr1,16889677,16889750,TRN-GTT4-1,+
chr1,16895980,16896143,RNU1-2,+
chr1,16914085,16972964,CROCC,+
chr1,16974502,16981583,MFAP2,-
chr1,16975861,16977795,LOC105376806,+
chr1,16985958,17011928,ATP13A2,-
chr1,17018722,17054032,SDHB,-
chr1,17066761,17119451,PADI2,-
chr1,17111776,17113845,LOC124903861,+
chr1,17135665,17138955,LOC105376808,+
chr1,17189789,17196387,LINC02783,+
chr1,17205128,17246007,PADI1,+
chr1,17249098,17284233,PADI3,+
chr1,17277889,17277975,MIR3972,+
chr1,17308197,17364004,PADI4,+
chr1,17372196,17401699,PADI6,+
chr1,17406760,17439677,RCC2,-
chr1,17406761,17407382,RCC2-AS1,+
chr1,17440136,17441543,LOC124903862,-
chr1,17449763,17449863,LOC124904837,+
chr1,17513435,17697875,ARHGEF10L,+
chr1,17717196,17722347,LINC02810,+
chr1,17755333,17827063,ACTL8,+
chr1,18000470,18010489,LOC105376809,-
chr1,18043754,18052375,LOC105376812,+
chr1,18065657,18074412,LINC01654,+
chr1,18107798,18378483,IGSF21,+
chr1,18160053,18176036,IGSF21-AS1,-
chr1,18262567,18263470,LOC124903864,-
chr1,18289108,18298331,LOC124903863,-
chr1,18385743,18389040,LOC124903865,+
chr1,18480930,18485974,KLHDC7A,+
chr1,18513008,18513395,DYNLL1P3,+
chr1,18630846,18748866,PAX7,+
chr1,18839599,18859660,TAS1R2,-
chr1,18871430,18902555,ALDH4A1,-
chr1,18883202,18883275,MIR4695,-
chr1,18897071,18897148,MIR1290,-
chr1,18902113,18903371,LOC124903866,+
chr1,18904280,18956676,IFFO2,-
chr1,18968194,19051428,LOC105376815,-
chr1,19074510,19210266,UBR4,-
chr1,19210386,19240704,EMC1-AS1,+
chr1,19215660,19251524,EMC1,-
chr1,19251805,19260128,MRTO4,+
chr1,19265982,19274122,AKR7L,-
chr1,19274229,19288770,AKR7A3,-
chr1,19288060,19305348,LOC124903867,+
chr1,19293247,19295736,LOC100506730,-
chr1,19302708,19312146,AKR7A2,-
chr1,19305077,19305181,RNU6-1099P,-
chr1,19312326,19334463,SLC66A1,+
chr1,19338775,19485539,CAPZB,-
chr1,19408690,19416406,LOC124903868,+
chr1,19424384,19424599,RN7SL277P,+
chr1,19439898,19446536,LOC124903869,+
chr1,19484520,19531787,LOC105376819,+
chr1,19509890,19512483,LOC105376818,-
chr1,19510593,19510733,RNU4-28P,+
chr1,19512540,19529845,LOC105376817,-
chr1,19532170,19532274,LOC124904816,-
chr1,19591802,19596832,MICOS10-DT,-
chr1,19596979,19629820,MICOS10,+
chr1,19596979,19658452,MICOS10-NBL1,+
chr1,19607807,19608644,RPS14P3,+
chr1,19643229,19658452,NBL1,+
chr1,19664875,19680966,HTR6,+
chr1,19682240,19799916,TMCO4,-
chr1,19814029,19815283,RNF186,-
chr1,19814409,19819502,RNF186-AS1,+
chr1,19860211,19889164,LOC105376823,-
chr1,19882395,19912945,OTUD3,+
chr1,19920009,19923617,PLA2G2E,-
chr1,19970969,19971269,RN7SL304P,+
chr1,19975431,19980434,PLA2G2A,-
chr1,20028408,20091911,PLA2G5,+
chr1,20038930,20039444,LOC100419911,+
chr1,20111939,20119536,PLA2G2D,-
chr1,20139323,20150381,PLA2G2F,+
chr1,20154214,20160568,LOC117779438,+
chr1,20163055,20186518,PLA2G2C,-
chr1,20183331,20196050,UBXN10,+
chr1,20197306,20202827,LOC105376825,+
chr1,20210715,20213349,LOC105376826,-
chr1,20243095,20244655,LINC01757,+
chr1,20271604,20274507,LOC105376828,+
chr1,20290875,20359518,VWA5B1,+
chr1,20339509,20340787,LOC124903870,+
chr1,20359801,20428794,LINC01141,-
chr1,20476222,20478793,LOC124903871,+
chr1,20482391,20486210,CAMK2N1,-
chr1,20499448,20508151,MUL1,-
chr1,20525952,20526814,RPS4XP4,+
chr1,20552573,20555020,FAM43B,+
chr1,20589097,20618903,CDA,+
chr1,20633458,20651511,PINK1,+
